,Player,Translated,Compounded_polarity,Sentiment
7652,S Watson,"I want to know @ ShaneRWatson33 ???

# IPL2018Final #SRHvsCSK #CSKvsSRH #CSKvSR",2.12,Positive
7662,S Watson,"RT @iamShivaNaidu: I am waiting for  ""Shane Watson""s century !!!
#IPL2018Final  !! #CSKvSRH",0.0,Neutral
7673,S Watson,Shane Watson 🔥🔥🔥🔥 #IPL2018Final,0.0,Neutral
7693,S Watson,#WatsonPower turning tide in @ChennaiIPL favor. I am loving it. #CSKvSRH #IPL2018Final,7.65,Positive
7698,S Watson,"Watson 98

#IPL2018Final",0.0,Neutral
7705,S Watson,"#IPL2018Final 
#Watson be like:-👇 https://t.co/JaAptPz3eT",0.0,Neutral
7707,S Watson,@NipponIndia Shane Watson #YellowPoduWhistlePodu #CSKvsSRH #IPL2018Final,0.0,Neutral
7721,S Watson,"#IPL2018Final
watson hundred yes yes go CSK",6.5969999999999995,Positive
7723,S Watson,"#CSKvSRH #SRHvCSK

#CSK 154/2 in 16 Over
#Watson 98(49)
#Rayudu 8(12)
#CSK to Win 25 off 24 Balls

Outstanding Batt… https://t.co/JqmKonIQb3",8.316,Positive
7725,S Watson,"RT @chanyeolseri: petition for Shane Watson to hit another SIX 
#IPL2018Final #CSKvSRH @weareoneEXO #EXO",0.0,Neutral
7726,S Watson,"RT @TheShobhitAzad: INSANE HITTING BY SHANE WATSON 😍

WHAT A HITTING 🙌🙌🙌🙌🙌

CHANGED THE GANE IN JUST 1 OVER.

13TH OVER BY SANDEEP SHARMA…",-5.319000000000001,Negative
7740,S Watson,"Much like Watson, Rayudu starts slow (1 off 9 balls) and then hits a six off Bhuvi. 

#IPL2018Final #CSKvSRH LIVE:
https://t.co/bawlZHLHZP",3.612,Positive
7741,S Watson,"Dhak Dhak Dhak

Watson. You go legend.

#IPL2018Final",0.0,Neutral
7745,S Watson,It is One sided Final. All becoz of Watson #IPL2018Final,0.0,Neutral
7746,S Watson,"Mata aa gyi h aaj Watson me ;)
#CSKvSRH 

 #IPL2018Final https://t.co/1TijYYkHOQ",2.263,Positive
7751,S Watson,"RT @COMMANMANOFUPA: #IPL2018Final #CSKvsSRH 
Watson Vs SRH it is now.",0.0,Neutral
7753,S Watson,"Well played CSK.
Watson What a Brilliant Show. 
#IPL2018Final #CSK
 all Yours !!!!!",8.58,Positive
7763,S Watson,"#IPL2018Final Watson bang bang.... 
SRH have strong bowlers but not against CSK
CSK won every game against SRH in season",8.02,Positive
7770,S Watson,Watson century. So happy for this man #IPL2018Final,6.115,Positive
7775,S Watson,"Watson won the IPL in 2008 and again in 2018, wud be interesting if he will be coaching the winning team in 2028 :p #IPL2018Final",9.042,Positive
7784,S Watson,Just delightful cricket from @ShaneRWatson33 Delectable batting :) I'm sure you'd agree @AnilSinghviZEE #CSKvSRH #IPL2018Final,9.382,Positive
7792,S Watson,"#CSKvSRH #CSK #CSKvsSRH #IPL2018Final #ipl2018 #Whistlepodu
Shane Watson right now https://t.co/cVpMVKbVb5",0.0,Neutral
7794,S Watson,"I retract this statement. Because Shane Watson, you know. #IPL2018Final #CSKvSRH https://t.co/gdZ8ICc1Wy",0.0,Neutral
7797,S Watson,@ShaneRWatson33 you beauty. What an inning and at what time it came. #CSKvsSRH #IPL2018Final https://t.co/OP4cjyIRla,5.859,Positive
7801,S Watson,Jo log kahte thy csk m budhe hai aaj wo Watson ki batting dekh lo...lajawab.... #CSKvSRH #IPL2018Final,0.0,Neutral
7805,S Watson,"#IPL2018Final @ShaneRWatson33  I Request U to Return In International Cricket. Australian Team Needs U 
I used to m… https://t.co/942oWLGVNz",0.0,Neutral
7811,S Watson,#IPL2018Final this is really a fantastic innings by @ShaneRWatson33 for #CSK #SRHvCSK #CSKvSRH,5.984,Positive
7818,S Watson,"MOM : Watson🔥😍

@ChennaiIPL @msdhoni @IPL
#IPL2018 #IPL2018Final #CSK #SRHvCSK",0.0,Neutral
7823,S Watson,Wow! @ShaneRWatson33 what did you eat today? What an awesome knock! #IPL2018final,8.585,Positive
7829,S Watson,Rcb like - #Watson Bhai 2016 mein yeh kr deta to tera kya jata #CSKvsSRH #IPL2018Final,3.612,Positive
7830,S Watson,"# IPL2018Final
Good days of Saheb do not work right today with the good run of Watson. #CSKvsSRH",7.003,Positive
7842,S Watson,Well played old man @ShaneRWatson33 #CSKvSRH @IPL #IPL2018Final,5.423,Positive
7852,S Watson,"RT @thefield_in: Much like Watson, Rayudu starts slow (1 off 9 balls) and then hits a six off Bhuvi. 

#IPL2018Final #CSKvSRH LIVE:
https:/…",3.612,Positive
7853,S Watson,Watson 98* #CSKvSRH #IPL2018Final,0.0,Neutral
7857,S Watson,"Watson 💥💥♥️😘♥️😘

97****
#CSKvSRH #IPL2018Final",0.0,Neutral
7861,S Watson,"#CSK &amp; @ShaneRWatson33 proving why it is said - ""Slow and steady wins the race"" #IPL2018Final #CSKvSRH",5.718999999999999,Positive
7882,S Watson,@ShaneRWatson33 ki Return ticket bnalo agle ipl ke liye - @BeingSalmanKhan !! #IPL2018Final #PartyTohBantiHai,0.0,Neutral
7902,S Watson,Well deserved 100 #Watson #IPL2018Final,2.732,Positive
7904,S Watson,"RT @raj_kabira: Mata aa gyi h aaj Watson me ;)
#CSKvSRH 

 #IPL2018Final https://t.co/1TijYYkHOQ",2.263,Positive
7906,S Watson,"RT @santhoshsatyam1: #IPL2018Final 
Csk Going To Receive The Trophy seems !!! Watta batting from #Watson !! Take the Game single Handley to…",0.0,Neutral
7929,S Watson,"I know what's wrong @ ShaneRWatson33 ???

# IPL2018Final #SRHvsCSK #CSKvsSRH #CSKvSR",-5.632000000000001,Negative
7943,S Watson,"Yesterday - Gareth Bale

Today - Shane Watson

#IPL2018Final",0.0,Neutral
7944,S Watson,His father must be proud. Shane What-a-son. #IPL2018Final #StarSports @SaneWatson,4.767,Positive
7947,S Watson,What an innings by Shane Watson as it's almost job done for @CskIPLTeam to win the #IPL2018Final,5.859,Positive
7954,S Watson,"154/2 after 16

watson needs 2 for 100
#WhistlePodu #KcLive #Kollywoodcinemaa #Chennai #ChennaiSuperKings #IPL2018… https://t.co/cJVHgEUWBy",0.0,Neutral
7955,S Watson,"RT @toisports: #IPL2018Final 4,6,6,6,4 - @ShaneRWatson33 has hammered Sandeep 

He wants to finish the chase quickly - 86 off 45

@ChennaiI…",-3.8179999999999996,Negative
7961,S Watson,@ShaneRWatson33 The man Of Finals.. Brillaint Hitiing #CSKvSRH #IPL2018Final,0.0,Neutral
7962,S Watson,"CSK v SRH, Final: CSK 154/2(16 ov)
SRH: 178/6
Watson*: 98 (49)
Rayudu: 8 (12)
CSK need 25 runs in 24 balls.
#IPL2018Final",0.0,Neutral
7964,S Watson,#IPL2018Final Shane Watson nailed it.. SRH better luck next tym..,7.096,Positive
7969,S Watson,"WAT SON, What is this? #CskVsSrh #IPL2018 #IPLFINAL #IPL2018FINAL #Watson",0.0,Neutral
7982,S Watson,RT @TheRajKundra: Wow! @ShaneRWatson33 what did you eat today? What an awesome knock! #IPL2018final,8.585,Positive
7989,S Watson,"@ShaneRWatson33 approaching to his 2nd Century in this #IPL2018. 

#CSKvSRH #IPL2018Final #SRHvsCSK",0.0,Neutral
7994,S Watson,Shane Watson. Nuf said #IPL2018Final @MohammadKaif,0.0,Neutral
7999,S Watson,"#IPL2018Final Why #ShaneWatson is so angry ? 🙄 Why #CSK is on Rampage ?🙄

What's wrong ? They must be Controlled, Y… https://t.co/ptuHFuF26F",-8.352,Negative
8000,S Watson,My only disappointment from #IPL2018Final is Watson made the match completely one sided. Just ruined all the excitement!! #WatsonVsSRH,-5.837,Negative
8013,S Watson,"👏Watson👏is👏the👏best👏

#IPL2018Final #CSKvSRH",0.0,Neutral
8019,S Watson,"RT @Fen1602: अनुभव बाज़ार मे नही मिलता 
Take a  bow Watson 🙏👏
#CSKvSRH
#CSKvsSRH
#IPL2018Final",0.0,Neutral
8024,S Watson,"What a comeback tournament for Chennai Super Kings!! Brilliant performance by @ShaneRWatson33😀😀
Thanks thala… https://t.co/PnwbJCGdh3",9.039,Positive
8040,S Watson,Watson to Sandeep Sharma  #IPL2018Final #CSKvSRH https://t.co/0GTXfPCQLG,0.0,Neutral
8045,S Watson,RT @Anushka_Arora: You might as well finish off the match @ShaneRWatson33 !!! 6 x3! @ChennaiIPL #CSKvSRH #IPL2018Final @IPL,5.053,Positive
8046,S Watson,"SherWatson
#IPL2018Final 
#CSKvSRH",0.0,Neutral
8051,S Watson,"If Virender Sehwag's batting wasn't enough, here's Shane Watson proving how overrated footwork is, especially in wh… https://t.co/zvRgifIumD",0.0,Neutral
8054,S Watson,"#IPL2018Final
#CSKvsSRH
#IPLFinal
Watson will write the Win for CSK Today?
CSK is 154-2..",5.859,Positive
8055,S Watson,"RT @rnchirauri: # IPL2018Final
Good days of Saheb do not work right today with the good run of Watson. #CSKvsSRH",7.003,Positive
8059,S Watson,"CSK v SRH, Final: CSK 154/2(16 ov)SRH: 178/6Watson*: 98 (49)Rayudu: 8 (12)CSK need 25 runs in 24 balls.#IPL2018Final",0.0,Neutral
8061,S Watson,"Only wait #watson ne #SRH ki😀😀

# IPL2018 Final #CSKVSRH",0.0,Neutral
8063,S Watson,कति वाट को झट्का दिए त्यो त थाहा छैन तर झड्का चाहिँ कडा दिए वाट्सन दाजुले 😃😃 विचरा #SRH #IPL2018Final #Watson #CSKvSRH,0.0,Neutral
8067,S Watson,Wt bowling line up SRH to Shane watson #IPL2018Final,0.0,Neutral
8072,S Watson,2 runs to go for 💯 #watson #IPL2018Final,0.0,Neutral
8073,S Watson,"RT @rnchirauri: # IPL2018Final
Depressed devotees from Saheb's roadshow are reducing their pain by enjoying the #Watson's horoscope. #CSKvSRH",-4.019,Negative
8080,S Watson,"#IPL2018Final  @ChennaiIPL  please retweet this please .
@msdhoni  @ImRaina @ShaneRWatson33 

Mahi fans Retweet ple… https://t.co/6sLAMEUlIF",5.574,Positive
8085,S Watson,"#IPL2018Final #Whistlepodu #CSK 
Common @ShaneRWatson33 2 runs needed for century kottey watto🔥🔥",0.0,Neutral
8086,S Watson,"Score updates : #CSKvSRH 

#CSK 🦁 - 154/2
OVERS - 16

#Watson - 98* (49)
#Rayudu - 8*(12)

#CSK needs 25 runs in 24… https://t.co/Kteibynxgq",0.0,Neutral
8088,S Watson,Great going Watson!!! #IPL2018Final Bring on the century!!!,7.405,Positive
8092,S Watson,"Watson waited for the century as much as Watson did to make a beating wife
#CSKvSRH # IPL2018Final #IPLFinal # IPLFinal2018",-4.588,Negative
8095,S Watson,SRH fans right now...#IPL2018Final #CSKvsSRH #CSKvSRH #SRHvCSK  #SRHvsCSK #YelloveFinals #ShaneWatson #Watson #YellowPoduWhistlePodu,0.0,Neutral
8097,S Watson,"RT @rnchirauri: # IPL2018Final
Watson is waiting for Hyderabad and where is #Rashid_ Khan?
#CSKvsSRH",0.0,Neutral
8115,S Watson,"Sunrisers Hyderabad Has Best Bowling Line-up In #IPL2018. 
Shane Watson:

 #IPL2018Final #SRHvsCSK #CSKvsSRH… https://t.co/n2xMhkZ7B5",6.369,Positive
8121,S Watson,"# IPL2018Final pir aaya watson

Pura dhaaga khol diya! https://t.co/mM7gfY1Mvi",0.0,Neutral
8127,S Watson,"#IPL2018Final
#CSKvsSRH 

Watson making IPL Final memorable by his inning..

Great knock

Follow n Retweet",6.2490000000000006,Positive
8144,S Watson,"RT @CSKUniverse: Score updates : #CSKvSRH 

#CSK 🦁 - 154/2
OVERS - 16

#Watson - 98* (49)
#Rayudu - 8*(12)

#CSK needs 25 runs in 24 balls…",0.0,Neutral
8146,S Watson,"When @msdhoni hold the #IPL2018 trophy in his hand he look like he is superior.
Thank you @ShaneRWatson33
#CSKvSRH… https://t.co/rddt3I9h2t",8.934,Positive
8149,S Watson,"#IPL2018Final
Watson.....😮🤐",0.0,Neutral
8153,S Watson,Watson castigates srh by his falmboyant performance #IPL2018Final,0.0,Neutral
8158,S Watson,Dwayne Bravo &amp; Shane Watson give you a huge 2 bowlers-2 batsmen(1 opener-1death over) deal if other teams could fin… https://t.co/UmoWc1POU7,3.182,Positive
8170,S Watson,"Prepared  for faf duplesis, 
Watson came out of syllabus #IPL2018Final",2.263,Positive
8173,S Watson,"RT @Pranjultweet: #IPL2018Final 
#Watson be like:-👇 https://t.co/JaAptPz3eT",0.0,Neutral
8185,S Watson,"Which character Shane Watson resembles of Avengers right now ?

#CSKvSRH #IPL2018Final https://t.co/1IG39Frpzn",0.0,Neutral
8186,S Watson,"98* watson!! 25 needed in 24 balls, Come on #CSK. #whistlepodu #IPL2018Final #CSKvSRH",0.0,Neutral
8187,S Watson,"RT @ESPNcricinfo: Shane Watson's innings

First 10 balls: 0 runs
Next 10 balls: 25 runs

https://t.co/8L3JWGQsSo #CSKvSRH #IPL2018Final",0.0,Neutral
8192,S Watson,"Only 25 left to win!
Watson &amp; Rayudu, just finish it off in a couple of overs!
Don’t leave it for Dhoni!… https://t.co/U3CxLxhvXY",6.679,Positive
8208,S Watson,Stunning batting by @ShaneRWatson33 https://t.co/BUQs1JUUrx,3.8179999999999996,Positive
8210,S Watson,It will be interesting if somebody can throw up some cool Shane Watson stats in this IPL on in his entire IPL career. #IPL2018Final #CSKvSRH,6.1240000000000006,Positive
8212,S Watson,"It's not because of WATSON OR CSK TEAM batting brilliance, SRH lost IPL Finals 2018. Its Sid kaul, sandeep poor per… https://t.co/bsvdfJaUnS",-1.28,Negative
8233,S Watson,"#Williamson to #SandeepSharma Right Now 👇👇

#IPL2018Final #CSKVSRH Shane Watson https://t.co/P32Xvty2cw",0.0,Neutral
8235,S Watson,#CSKvsSRH #Watson #IPL2018Final  csk to jitega my fvrt team only bcoz of #dhoni,0.0,Neutral
8247,S Watson,"99.

Watson
#IPL2018Final",0.0,Neutral
8257,S Watson,"Pic 1: Watson Ghar se Nikal tehi ..
Pic 2: Watson Kuch Dur Chalte hi ..

#SRHvCSK
#CSKvSRH
# IPL2018Final https://t.co/HzfSpAsLHp",0.0,Neutral
8258,S Watson,"What an innings by Shane Watson
Totally changed the complexion of the game in csk's favour
#VIVOIPL #BESTvsBEST… https://t.co/cJzunmJGCd",4.404,Positive
8264,S Watson,"#Watson u beauty...
#IPL2018Final",0.0,Neutral
8265,S Watson,"RT @OfficialMSDhoni: CSK v SRH, Final: CSK 154/2(16 ov)SRH: 178/6Watson*: 98 (49)Rayudu: 8 (12)CSK need 25 runs in 24 balls.#IPL2018Fi…",0.0,Neutral
8267,S Watson,"Retweeted Gabbbar (@GabbbarSingh):

Watson went past petrol a while ago, now chasing the CBSE toppers. 

#IPL2018Final",0.0,Neutral
8272,S Watson,"RT @VoDekhoEngineer: #CSKvSRH #CSK #CSKvsSRH #IPL2018Final #ipl2018 #Whistlepodu
Shane Watson right now https://t.co/cVpMVKbVb5",0.0,Neutral
8290,S Watson,A century in #IPL2018Final ...You rock #ShaneWatson.. fabulous innings #WhistlePodu,5.2669999999999995,Positive
8292,S Watson,"#Watson 99*
 
#WhistlePodu   
#IPL2018Final 
#CSKvSRH",0.0,Neutral
8299,S Watson,"Watson 99 *

#CSKvSRH # IPL2018Final",0.0,Neutral
8305,S Watson,"Watson's batting performance,

Advani ji ko fir se favour ke liye dikhne lagany 😁😂

#CSKvSRH # IPL2018Final 😁",4.404,Positive
8313,S Watson,"Shane baby💛💛💛💛💛😍🔥
The game is on fire🔥🔥🔥🔥
#YellowPoduWhistlePodu #IPL2018Final #CSKvsSRH @ShaneWatson33Fc @ChennaiIPL",0.0,Neutral
8327,S Watson,Such a boring one sided match thanks to the brilliant knock from Shane Watson #IPL2018Final #CSKvsSRH,6.5969999999999995,Positive
8332,S Watson,"Form is temporary, class is permanent #IPL2018Final #shanewatson",0.0,Neutral
8334,S Watson,"When power play goes like middle overs and middle overs go like power play...
#IPL2018Final  #Watsons",7.506,Positive
8339,S Watson,"What a comeback tournament for Chennai Super Kings!! Brilliant performance by @ShaneRWatson33😀😀
Thanks thala… https://t.co/nc9ft9MZ4E",9.039,Positive
8342,S Watson,Yesterday we witnessed the greatest final goal and today the greatest final knock! #Watson #IPL2018Final #CSKvSRH #IPLFinal,8.655000000000001,Positive
8347,S Watson,#IPL2018Final big players performs in big matches..well played watson...,3.4000000000000004,Positive
8352,S Watson,Thank you @RCBTweets for releasing Watson and make this final interesting #SRHvsCSK #IPL2018Final,6.369,Positive
8354,S Watson,"Watson's new 'Roza' is waiting
# IPL2018Final",0.0,Neutral
8357,S Watson,"RT @radhey_rapper: #IPL2018Final  @ChennaiIPL  please retweet this please .
@msdhoni  @ImRaina @ShaneRWatson33 

Mahi fans Retweet please
R…",7.096,Positive
8361,S Watson,Watson on 99 😶🔥🔥#CSKvSRH #IPL2018Final,0.0,Neutral
8362,S Watson,"Watson on 99

#IPL2018Final",0.0,Neutral
8364,S Watson,"@ShaneRWatson33 You beauty💙
#Whistlepodu #IPL2018Final",0.0,Neutral
8367,S Watson,It is One sided Final. All becoz of Watson. It is WAT'SUN' day #IPL2018Final,0.0,Neutral
8375,S Watson,"Well played Shane Watson #CSKvSRH 
#IPL2018Final",5.423,Positive
8376,S Watson,"#IPL2018Final
#IPL2018 
#CSKVSRH 
#Watsons https://t.co/pIUIwfXjC2",0.0,Neutral
8382,S Watson,#NikitaKuhad #CSK need 33 off 30 balls to clinch their 3rd #IPL title. #ShaneWatson three runs away from a sensatio… https://t.co/6BGB3gZREv,0.0,Neutral
8393,S Watson,"# IPL2018 Final #CSKVSRH
Have you been invited to #ShaneWatson",0.0,Neutral
8395,S Watson,"Sunrisers has the best bowling squad in #IPL2018

Watson- Ghanta!!!

#CSKvsSRH #IPL2018Final https://t.co/fD3HJtl4jJ",7.249,Positive
8396,S Watson,"@rimi_19 @lostboy54 😍😍😍😍😍😍😎😎😎😎
#Watson on fire
#IPL2018Final 
#CSKvsSRH",-3.4000000000000004,Negative
8401,S Watson,"RT @Csk_Surya7: Watson on 🔥🔥🔥
 #IPL2018Final",0.0,Neutral
8408,S Watson,"#IPL2018Finals #IPLFinal #CSKvsSRH #SRHvCSK2018 #SRHvsCSK #IPL2018Final
#CSK 154/2 16 OVers 

Shane Watson 98 
Amba… https://t.co/GetKMM1xQG",0.0,Neutral
8409,S Watson,#ShaneWatson hits 27 runs in #SandeepSharma 13th over. #CSK#IPL2018Final,0.0,Neutral
8419,S Watson,"Take a bow, @ShaneRWatson33 !!
💯 in the final of the toughest league in the world isn't easy, but you made it look… https://t.co/jwg37rv4Bz",-3.479,Negative
8424,S Watson,"Watson is a feeling. He's humongous. He's power. 
#IPL2018Final",1.28,Positive
8430,S Watson,"CSK doing it easy here. Come on Watson, century!

#SRHvsCSK #IPL2018Final",4.926,Positive
8440,S Watson,"Score updates : #CSKvSRH 

#CSK 🦁 - 145/2
OVERS - 14

#Watson - 97* (48)
#Rayudu - 1*(1)

#CSK needs 34 runs in 36… https://t.co/ZvKxWZGhje",0.0,Neutral
8448,S Watson,"WATTO PLAYA @ShaneRWatson33, @ChennaiIPL come back after 2 years and sealed the @IPL cup like a boss #IPL2018Final #WhistlePodu",3.612,Positive
8451,S Watson,RT @gajender00: Shane Watson to #SRH bowlers #CSKvsSRH  #IPL2018Final https://t.co/JzLOpOu3CF,0.0,Neutral
8453,S Watson,#Watson take a bow!! #IPL2018Final #CSKvSRH,0.0,Neutral
8455,S Watson,@TecnoMobileInd #WinWithTecno My focus player who blurs all others out ia gonna be Shane watson. He will make CSK t… https://t.co/AZlWgvz2Jb,0.0,Neutral
8461,S Watson,The big fella Shane Watson has played a blinder on the eve of the #VIVOIPL2018 finale. Magnificent knock.… https://t.co/kHi0Rh31KR,7.43,Positive
8462,S Watson,Wt an inning's by Shane Watson superb  #IPL2018Final,6.2490000000000006,Positive
8463,S Watson,watson Century #IPL2018Final #IPLFinal,0.0,Neutral
8465,S Watson,Shane Watson makes 100 .. FANTASTIC!! 👌👌#CSKvsSRH #IPL2018Final,7.111,Positive
8467,S Watson,"💯 For Watson in #IPL2018Final
He started with 10 balls Zero runs
Great turnaround",6.2490000000000006,Positive
8468,S Watson,"#IPL2018Final 
#CSKvSRH 

WatSON - Watte TON - WatTON",0.0,Neutral
8472,S Watson,Bang!! Its a 51 Ball TON by the Superman #ShaneWatson #IPL2018Final #SpecialShow4CSKSKFans #CUPForChennai,0.0,Neutral
8475,S Watson,"Big game,big player. Wonderful century by @ShaneRWatson33 in finals #fb #IPL2018Final #CSKvsSRH #IPL2018",5.718999999999999,Positive
8476,S Watson,The man who played first 10 balls dot.. From there scoring a century in T20 #Watson u beauty 👌👌👌👌and that to in a f… https://t.co/p4AJgXjfmm,7.351,Positive
8477,S Watson,"WATTO PLAYAR WHAT A CENTURY !!!!🔥🔥🔥 @ShaneRWatson33 
#CSKvSRH
#WhistlePodu
#IPL2018Final",0.0,Neutral
